Timestamp;EyeTracker;ObjectName;ObjectState;Label;GameObjectPos (Screen Coordinates);Aux Message;AOI_Origin;AOI_Width;AOI_Height
1733824560560;(649.4, 223.4);Mushroom;Disappear;Distractor;(651.9, 126.8);;(640.8, 225.2);386;355
1733824561077;(643.8, 268.1);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824561078;(643.8, 268.1);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824562078;(814.8, 271.3);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824562078;(814.8, 271.3);PesticideMushroom;Appear;Distractor;(644.0, 139.1);;(658.2, 226.2);214;255
1733824562744;(670.4, 236.3);PesticideMushroom;Disappear;Distractor;(644.0, 139.1);;(658.2, 226.2);214;255
1733824563243;(1017.5, 240.7);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824563243;(1017.5, 240.7);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824564243;(837.8, 166.1);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824564244;(837.8, 166.1);PesticideMushroom;Appear;Distractor;(1262.9, 135.8);;(1255.5, 224.8);276;261
1733824564910;(1248.3, 202.3);PesticideMushroom;Disappear;Distractor;(1262.9, 135.8);;(1255.5, 224.8);276;261
1733824565410;(1253.0, 190.6);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824565411;(1253.0, 190.6);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824566426;(1091.8, 231.6);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824566427;(1091.8, 231.6);PoisonousMushroom;Appear;Distractor;(1267.3, 189.5);;(1251.3, 224.3);369;304
1733824567094;(1265.1, 223.5);PoisonousMushroom;Disappear;Distractor;(1267.3, 189.5);;(1251.3, 224.3);369;304
1733824567610;(888.5, 295.6);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824567611;(888.5, 295.6);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824568626;(630.4, 227.2);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824568627;(630.4, 227.2);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824569277;(649.5, 246.8);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824569460;(616.4, 215.2);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824569794;(637.0, 223.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824570810;(843.8, 243.5);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824570810;(843.8, 243.5);PoisonousMushroom;Appear;Distractor;(651.5, 191.7);;(654.8, 225.8);271;297
1733824571477;(1168.2, 254.9);PoisonousMushroom;Disappear;Distractor;(651.5, 191.7);;(654.8, 225.8);271;297
1733824571993;(953.1, 258.8);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824571994;(953.1, 258.8);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824573010;(958.0, 240.5);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824573011;(958.0, 240.5);PesticideMushroom;Appear;Distractor;(644.0, 139.1);;(658.2, 226.2);214;255
1733824573689;(622.6, 227.5);PesticideMushroom;Disappear;Distractor;(644.0, 139.1);;(658.2, 226.2);214;255
1733824574178;(964.9, 232.9);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824574179;(964.9, 232.9);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824575193;(973.8, 214.3);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824575194;(973.8, 214.3);Mushroom;Appear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824575826;(634.4, 233.5);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824575843;(637.4, 230.1);Mushroom;Disappear;Target;(651.4, 196.4);;(664.6, 208.5);265;304
1733824576359;(741.5, 312.6);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824577378;(732.9, 322.7);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824577378;(732.9, 322.7);PoisonousMushroom;Appear;Distractor;(1267.3, 189.5);;(1251.3, 224.3);369;304
1733824578043;(744.5, 287.3);PoisonousMushroom;Disappear;Distractor;(1267.3, 189.5);;(1251.3, 224.3);369;304
1733824578543;(839.7, 259.2);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824578544;(839.7, 259.2);Answer;Correct;Distractor not clicked;(0.0, 0.0);;(0.0, 0.0);0;0
1733824579543;(806.9, 242.9);;;;(0.0, 0.0);Init Trial;(0.0, 0.0);0;0
1733824579544;(806.9, 242.9);Mushroom;Appear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824579909;(1259.2, 207.2);Mouse Click;Correct;Target clicked;(1075.0, 178.0);;(1075.0, 178.0);0;0
1733824580210;(1271.7, 204.3);Mushroom;Disappear;Target;(1267.4, 194.3);;(1286.9, 206.6);358;311
1733824580709;(1277.7, 209.1);;;;(0.0, 0.0);End Trial;(0.0, 0.0);0;0
1733824581726;(920.2, 473.5);;;;(0.0, 0.0);Game Ends;(0.0, 0.0);0;0
1733824660800;(0.0, 0.0);Mouse Click;Neutral;;(1736.0, 148.0);;(1736.0, 148.0);0;0
